"","hhid","prov","male","age","edu","marriage","edu_par","risk_aver","risk_p","rate_p","inf_p","risk_div","knowledge","finnews","house","project","stock","fund","bond","finmag","deriv","gold","nonrmb","fin_asset","risk_asset","risk_asset_per","stock_per","fin_market","stock_v","bond_v","fund_v","finmag_v","deriv_v","gold_v","nonrmb_v","cash","save","deposit","total_income","rural","industry","pension","busi_pe"
"1086","2015011786","江苏省",0,46,7,2,0,3,1,1,0,1,3,2,0,0,0,1,0,1,0,0,0,1057869,630599,0.596103109175144,0,1,0,0,2e+05,430599,0,0,0,10000,167145,250125,12.9099616134609,0,19,1,1
"1087","2015014737","浙江省",1,69,2,2,0,6,1,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,30419,0,0,0,0,0,0,0,0,0,0,0,15000,0,15419,8.90412564671913,1,NA,0,0
"1088","2013010843","浙江省",1,50,3,2,0,5,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,20000,0,0,11.5824515276188,1,1,0,0
"1089","2013009512","江苏省",1,35,7,2,0,3,1,1,1,1,4,2,0,0,0,0,0,0,0,0,0,210000,0,0,0,0,0,0,0,0,0,0,0,10000,0,2e+05,12.0015054797889,0,17,1,0
"1090","2013010283","江苏省",1,38,3,2,0,5,1,0,0,1,2,2,0,0,0,0,0,0,0,0,0,65000,0,0,0,0,0,0,0,0,0,0,0,5000,60000,0,10.4970906027597,0,NA,1,0
"1091","2017021830","上海市",0,64,3,6,0,5,1,NA,NA,1,2,2,0,0,0,0,0,0,0,0,0,19000,0,0,0,0,0,0,0,0,0,0,0,15000,4000,0,10.6457581750556,0,NA,1,0
"1092","2015012502","江苏省",1,73,2,2,0,6,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,721,0,0,0,0,0,0,0,0,0,0,0,0,721,0,8.88218672103183,1,NA,1,0
"1093","2015013902","浙江省",1,63,2,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,0,0,0,0,0,0,0,0,0,0,0,5000,0,0,0,0,NA,0,0
"1094","2017021875","江苏省",1,35,5,2,0,3,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,153000,0,0,0,0,0,0,0,0,0,0,0,3000,150000,0,11.5947819114401,0,5,1,0
"1095","2017021904","浙江省",1,66,2,2,0,6,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,10000,0,0,10.7995755770928,0,NA,1,0
"1096","2015013805","浙江省",1,42,4,2,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,74000,0,0,0,0,0,0,0,0,0,0,0,3000,1000,70000,11.4053792290319,0,3,1,0
"1097","2013008046","上海市",1,80,7,2,0,5,1,1,1,1,4,0,0,0,0,0,0,0,0,0,0,312500,0,0,0,0,0,0,0,0,0,0,0,10000,2500,3e+05,11.973565075823,0,NA,1,0
"1098","2017021919","浙江省",1,35,4,2,3,3,1,NA,NA,1,2,2,0,0,1,0,0,0,0,0,0,1025000,0,0,0,1,0,0,0,0,0,0,0,5000,20000,1e+06,11.1080801647415,0,7,0,1
"1099","2013010579","浙江省",1,33,7,2,0,3,1,1,0,1,3,2,1,0,1,0,0,1,0,0,0,925000,215000,0.232432432432432,0.0697674418604651,1,15000,0,0,2e+05,0,0,0,2000,8000,7e+05,12.3128082153675,0,7,1,0
"1100","2013010883","浙江省",1,73,3,2,0,5,1,1,1,1,4,0,0,0,0,0,0,0,0,0,0,17000,0,0,0,0,0,0,0,0,0,0,0,2000,15000,0,10.0657126888809,1,NA,1,0
"1101","2013011538","浙江省",1,71,3,2,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,85000,0,0,0,0,0,0,0,0,0,0,0,5000,30000,50000,11.6686891289531,0,NA,1,0
"1102","2017022007","江苏省",1,72,2,2,0,5,1,0,0,NA,1,1,0,0,0,0,0,0,0,0,0,36500,0,0,0,0,0,0,0,0,0,0,0,6500,30000,0,11.2345994874425,0,NA,1,0
"1103","2017022013","江苏省",1,81,2,2,0,5,1,NA,NA,1,2,1,0,0,0,0,0,0,0,0,0,3200,0,0,0,0,0,0,0,0,0,0,0,2000,1200,0,10.7027319597376,0,NA,1,0
"1104","2017022021","上海市",1,67,3,2,0,5,1,NA,NA,1,2,0,0,0,0,0,0,0,0,0,0,3100,0,0,0,0,0,0,0,0,0,0,0,3000,100,0,11.1844262807988,0,NA,1,0
"1105","2015010657","上海市",1,81,2,2,0,5,NA,0,0,NA,0,1,0,0,0,0,0,0,0,0,0,5500,0,0,0,0,0,0,0,0,0,0,0,5500,0,0,11.0020998412042,0,NA,1,0
"1106","2015015273","浙江省",1,59,1,2,0,6,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1300,0,0,0,0,0,0,0,0,0,0,0,1000,300,0,9.45853157955262,1,NA,1,0
"1107","2017022055","江苏省",0,78,3,2,0,5,0,NA,NA,0,0,2,0,0,0,0,0,0,0,0,0,26581,0,0,0,0,0,0,0,0,0,0,0,10000,16581,0,12.233678236885,0,NA,1,0
"1108","201103576","浙江省",1,41,2,2,0,5,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,6.90775527898214,1,NA,0,1
"1109","2015013927","浙江省",1,72,2,6,0,5,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,2500,0,0,0,0,0,0,0,0,0,0,0,0,2500,0,10.2718995964416,0,NA,1,0
"1110","2015012168","江苏省",1,41,4,2,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,800,0,0,11.0348896640272,0,17,1,0
"1111","2017022128","浙江省",1,60,3,2,0,1,1,NA,NA,1,2,0,1,0,0,0,0,0,0,0,0,4000,0,0,0,0,0,0,0,0,0,0,0,2000,2000,0,10.7971645095387,0,6,1,0
"1112","2015012757","江苏省",1,40,5,2,0,1,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,95000,65000,0.684210526315789,1,1,65000,0,0,0,0,0,0,20000,10000,0,11.5126854361656,0,19,1,0
"1113","2013008229","上海市",0,66,3,5,0,5,NA,1,0,NA,1,1,0,0,1,0,0,0,0,0,0,2000,0,0,0,1,0,0,0,0,0,0,0,2000,0,0,11.5089174435727,0,NA,1,0
"1114","2015012792","江苏省",0,71,2,2,0,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,37142,0,0,0,0,0,0,0,0,0,0,0,500,36642,0,11.2963633335216,0,NA,1,0
"1115","2015010908","上海市",0,64,4,2,0,4,1,0,0,1,2,1,0,0,1,0,0,1,0,0,0,80500,80000,0.993788819875776,0.25,1,20000,0,0,60000,0,0,0,500,0,0,12.8199845007291,0,NA,1,0
"1116","2015012018","江苏省",0,80,1,2,0,5,1,0,0,1,2,2,0,0,0,0,0,0,0,0,0,2500,0,0,0,0,0,0,0,0,0,0,0,2500,0,0,11.937617871506,0,NA,1,0
"1117","2013009018","上海市",1,63,2,2,0,5,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,15700,0,0,0,0,0,0,0,0,0,0,0,700,15000,0,11.8055391072174,0,5,1,0
"1118","2017022248","上海市",1,56,5,2,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.986952361874,0,NA,0,0
"1119","2017022250","浙江省",1,53,2,2,1,6,0,NA,NA,0,0,3,0,0,0,0,0,0,0,0,0,1500000,0,0,0,0,0,0,0,0,0,0,0,0,0,1500000,11.9641252804394,0,15,1,0
"1120","2015011935","江苏省",1,48,3,2,0,5,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,30000,0,0,0,0,0,0,0,0,0,0,0,10000,20000,0,12.0683610996547,0,3,1,0
"1121","2017022284","浙江省",1,48,2,2,4,5,1,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,9.97813109553189,0,NA,1,0
"1122","2013010011","江苏省",1,65,3,2,0,5,NA,0,0,NA,0,1,0,0,0,0,0,0,0,0,0,11876,0,0,0,0,0,0,0,0,0,0,0,2000,9876,0,11.7138607277041,1,NA,1,0
"1123","2013008192","上海市",0,74,5,2,0,5,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,11500,0,0,0,0,0,0,0,0,0,0,0,1500,10000,0,10.3635671005842,0,NA,1,0
"1124","2013009171","上海市",1,60,2,2,0,5,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,230251,0,0,0,0,0,0,0,0,0,0,0,8000,22251,2e+05,11.7302752648735,0,3,1,0
"1125","2015013964","浙江省",1,84,1,2,0,6,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,10600,0,0,0,0,0,0,0,0,0,0,0,600,10000,0,9.43468320386588,1,NA,1,0
"1126","2015015364","浙江省",1,81,2,2,0,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4000,0,0,0,0,0,0,0,0,0,0,0,1000,3000,0,9.56454727280054,1,NA,1,0
"1127","201102593","上海市",0,51,3,2,0,5,NA,1,0,NA,1,1,0,0,0,0,0,0,0,0,0,201000,0,0,0,0,0,0,0,0,0,0,0,1000,2e+05,0,11.298493854258,0,NA,1,0
"1128","2017022485","江苏省",0,80,1,6,0,5,0,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,2500,0,0,0,0,0,0,0,0,0,0,0,2500,0,0,10.3089526606443,0,NA,1,0
"1129","201103374","浙江省",1,40,6,2,0,3,1,1,1,1,4,2,0,0,1,1,0,1,0,1,0,779000,416000,0.534017971758665,0.0721153846153846,1,30000,0,60000,3e+05,0,26000,0,3000,150000,210000,12.9910580766263,0,NA,1,1
"1130","2015012923","江苏省",1,47,6,2,0,4,1,1,0,1,3,1,0,0,0,0,0,1,0,0,0,380000,1e+05,0.263157894736842,0,1,0,0,0,1e+05,0,0,0,30000,50000,2e+05,11.5849111867428,0,1,1,0
"1131","2015012235","江苏省",0,72,1,6,0,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,10.8512769514697,0,NA,1,0
"1132","2013008992","上海市",1,54,3,2,0,4,1,0,0,NA,1,1,0,0,0,0,0,0,0,0,0,4000,0,0,0,0,0,0,0,0,0,0,0,4000,0,0,11.2164044438512,0,15,1,0
"1133","2017022576","上海市",1,84,5,2,0,6,NA,NA,NA,1,1,3,0,0,0,0,0,0,0,0,0,6435,0,0,0,0,0,0,0,0,0,0,0,6435,0,0,10.8588451395742,0,NA,1,0
"1134","201102713","上海市",1,46,3,2,0,5,NA,1,0,NA,1,0,0,0,0,0,0,0,0,0,0,52000,0,0,0,0,0,0,0,0,0,0,0,2000,50000,0,11.6960550285721,0,NA,1,0
"1135","2015012180","江苏省",1,48,4,2,0,5,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,152000,0,0,0,0,0,0,0,0,0,0,0,2000,150000,0,12.5151222965734,0,NA,0,0
"1136","2017022720","上海市",0,66,3,5,0,4,1,NA,NA,1,2,2,0,0,1,0,0,0,0,0,0,14200,10000,0.704225352112676,1,1,10000,0,0,0,0,0,0,2100,2100,0,10.225837306451,0,NA,1,0
"1137","2017022765","上海市",1,59,4,2,3,4,1,NA,NA,0,1,2,0,0,1,1,0,0,0,0,0,356178,355178,0.997192415028441,0.54405959828593,1,193238,0,161940,0,0,0,0,1000,0,0,11.9683483093384,0,NA,1,0
"1138","2015010613","上海市",1,87,6,6,0,4,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,73000,0,0,0,0,0,0,0,0,0,0,0,3000,20000,50000,11.8146583606447,0,NA,1,0
"1139","2013008518","上海市",1,59,5,2,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,5000,15000,0,11.781848939937,0,6,1,1
"1140","2017022816","上海市",1,84,7,2,0,4,1,NA,NA,0,1,2,0,0,1,0,0,0,0,0,0,430000,20000,0.0465116279069767,1,1,20000,0,0,0,0,0,0,10000,0,4e+05,12.0678445262467,0,NA,1,0
"1141","201102360","上海市",1,90,3,2,0,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13600,0,0,0,0,0,0,0,0,0,0,0,3000,10600,0,11.2705621613771,0,NA,1,0
"1142","2015015228","浙江省",1,55,2,2,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,25000,0,0,0,0,0,0,0,0,0,0,0,5000,20000,0,11.6445675740219,0,7,0,0
"1143","2015015489","浙江省",1,38,2,2,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.4912742174382,1,7777,0,0
"1144","2015012285","江苏省",1,62,2,2,0,4,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,3000,0,0,11.7298175163143,0,NA,1,0
"1145","2015012203","江苏省",1,56,4,2,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,25000,0,0,0,0,0,0,0,0,0,0,0,5000,20000,0,4.24849524204936,0,NA,1,0
"1146","2013009572","江苏省",1,82,1,2,0,6,NA,0,0,NA,0,2,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,150,0,0,7.78322401633604,1,NA,1,0
"1147","2017022979","上海市",1,58,5,2,5,3,1,NA,NA,1,2,2,0,0,1,0,0,0,0,0,0,384477,0,0,0,1,0,0,0,0,0,0,0,4000,380477,0,11.1524098963366,0,9,1,0
"1148","201102851","江苏省",1,66,1,2,0,5,NA,0,0,1,1,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,500,0,0,10.8344698331533,0,NA,1,1
"1149","2013010895","浙江省",0,67,2,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5200,0,0,0,0,0,0,0,0,0,0,0,5200,0,0,10.2887499533268,1,NA,1,0
"1150","2013009615","江苏省",1,51,3,2,0,5,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320000,0,0,0,0,0,0,0,0,0,0,0,20000,2e+05,1e+05,12.2448124738461,1,17,1,0
"1151","2017023117","浙江省",1,58,4,2,3,5,1,NA,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8954051025333,0,NA,1,0
"1152","2017023127","浙江省",1,35,7,2,7,4,1,NA,NA,1,2,3,0,0,1,0,0,0,0,0,0,1450000,4e+05,0.275862068965517,1,1,4e+05,0,0,0,0,0,0,4e+05,5e+05,150000,13.1441248691858,0,9,1,1
"1153","2013009585","江苏省",0,52,3,2,0,5,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,0,2000,0,0,11.5962550725572,1,NA,1,0
"1154","2015012300","江苏省",1,51,3,2,0,4,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,3500,0,0,0,0,0,0,0,0,0,0,0,3500,0,0,11.9723735802764,0,NA,1,0
"1155","2017023167","浙江省",0,41,2,2,3,3,1,NA,NA,1,2,2,0,0,0,0,0,0,0,0,0,57012,0,0,0,0,0,0,0,0,0,0,0,2000,55012,0,11.7247778225012,0,17,1,1
"1156","2015013755","浙江省",1,38,3,2,0,4,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0,20500,0,0,0,0,0,0,0,0,0,0,0,500,20000,0,11.6322184711582,0,3,1,0
"1157","2017023174","上海市",1,51,3,2,1,4,1,NA,NA,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.7132532743207,0,NA,0,0
"1158","2013008646","上海市",0,67,2,2,0,5,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,16000,0,0,0,0,0,0,0,0,0,0,0,8000,8000,0,11.9425497100626,0,NA,1,0
"1159","2013011442","浙江省",1,62,1,2,0,6,1,0,0,NA,1,0,0,1,0,0,0,0,0,0,0,17000,0,0,0,0,0,0,0,0,0,0,0,17000,0,0,12.4120374840716,1,NA,1,0
"1160","2017023217","江苏省",1,53,3,2,4,5,1,NA,NA,1,2,3,0,0,0,0,0,0,0,0,0,8400,0,0,0,0,0,0,0,0,0,0,0,900,7500,0,11.496046310161,1,5,0,0
"1161","2017023236","浙江省",1,66,2,2,0,5,1,NA,NA,1,2,0,0,0,0,0,0,0,0,0,0,5000,0,0,0,0,0,0,0,0,0,0,0,5000,0,0,9.84161214881804,0,NA,1,0
"1162","2015012121","江苏省",1,71,4,2,0,5,1,1,0,1,3,2,0,0,0,0,0,0,0,0,0,63000,0,0,0,0,0,0,0,0,0,0,0,2500,5500,55000,10.0538130686009,0,NA,1,0
"1163","201103303","浙江省",1,57,1,2,0,3,1,0,1,NA,2,1,0,0,0,0,0,0,0,0,0,17839,0,0,0,0,0,0,0,0,0,0,0,0,17839,0,12.1560702938332,0,NA,1,0
"1164","2013009583","江苏省",0,70,1,6,0,5,1,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,20,0,0,8.79133399330135,1,NA,1,0
"1165","201103005","江苏省",1,59,4,2,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,30000,0,0,0,0,0,0,0,0,0,0,0,10000,20000,0,13.0457760264373,1,NA,1,0
"1166","2015012845","江苏省",1,59,3,2,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7814,0,0,0,0,0,0,0,0,0,0,0,1250,6564,0,11.9830726386005,0,5,0,0
"1167","201103443","浙江省",1,51,4,2,0,5,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,2000,1000,0,10.5714066646748,1,7777,1,0
"1168","2017023437","上海市",0,64,3,2,0,5,1,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,160000,0,0,0,0,0,0,0,0,0,0,0,10000,0,150000,11.3696322951438,0,NA,1,0
"1169","2017023463","浙江省",1,38,7,2,3,4,1,NA,NA,1,2,1,1,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,0,0,0,0,0,1000,5000,0,11.2387188559199,0,4,1,0
"1170","201103097","江苏省",1,45,3,2,0,5,1,0,0,NA,1,2,0,0,0,0,0,0,0,0,0,70000,0,0,0,0,0,0,0,0,0,0,0,30000,0,40000,11.2756956666809,0,3,1,0
"1171","2017023498","浙江省",1,60,2,2,2,5,1,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,32500,0,0,0,0,0,0,0,0,0,0,0,5500,27000,0,10.6940903371039,0,NA,1,0
"1172","2017023560","浙江省",1,33,4,2,2,4,1,NA,NA,0,1,2,0,0,0,0,0,0,0,0,0,345747,0,0,0,0,0,0,0,0,0,0,0,4903,0,340844,11.9396278325622,0,3,1,0
"1173","2015013921","浙江省",1,48,2,2,0,4,0,1,0,1,2,2,0,0,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,500,300,0,10.9524026544861,0,3,1,0
"1174","2013009746","江苏省",1,68,3,2,0,4,1,0,1,1,3,2,0,0,0,0,0,1,0,0,0,105500,50000,0.4739336492891,0,1,0,0,0,50000,0,0,0,2500,3000,50000,11.4758516455904,0,NA,1,0
"1175","201103692","浙江省",1,83,3,2,0,5,1,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,250,0,0,8.91731069319781,1,NA,1,0
"1176","2013008758","上海市",1,75,4,2,0,3,1,1,0,1,3,4,1,0,1,0,0,0,0,0,0,175000,70000,0.4,1,1,70000,0,0,0,0,0,0,5000,50000,50000,11.1971867947359,0,NA,1,0
"1177","2015015375","浙江省",1,91,1,2,0,6,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,11570,0,0,0,0,0,0,0,0,0,0,0,1500,10070,0,6.45401074356583,1,NA,0,0
"1178","2013009457","江苏省",1,42,7,2,0,2,1,0,1,1,3,3,0,0,1,0,0,1,0,1,0,334635,299635,0.895408430080536,0.133495753166352,1,40000,0,0,239635,0,20000,0,2000,3000,30000,12.4162423999206,0,4,1,0
"1179","201102485","上海市",1,51,3,2,0,3,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,636135,0,0,0,0,0,0,0,0,0,0,0,8982,627153,0,11.6350726444384,0,16,1,0
"1180","2017023726","江苏省",1,52,3,2,2,6,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,80000,0,0,0,0,0,0,0,0,0,0,0,50000,10000,20000,10.1344008411147,0,19,1,0
"1181","2013010881","浙江省",0,85,1,6,0,5,0,1,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.28730141311231,1,NA,1,0
"1182","2017023771","上海市",1,84,3,6,0,5,1,NA,NA,NA,1,3,0,0,0,0,0,0,0,0,0,310500,0,0,0,0,0,0,0,0,0,0,0,5500,5000,3e+05,10.7475838648618,0,NA,1,0
"1183","2013009624","江苏省",1,81,2,2,0,4,NA,0,0,NA,0,2,0,0,0,0,0,0,0,0,0,62500,0,0,0,0,0,0,0,0,0,0,0,2500,0,60000,11.1433100097558,0,NA,1,0
"1184","2017023793","上海市",0,31,7,2,6,3,0,NA,NA,0,0,2,0,0,0,0,0,0,0,0,0,510000,0,0,0,0,0,0,0,0,0,0,0,10000,5e+05,0,11.9687667804035,0,19,1,0
"1185","2017023804","江苏省",1,49,4,2,0,5,1,NA,NA,1,2,1,0,0,0,0,0,0,0,0,0,143732,0,0,0,0,0,0,0,0,0,0,0,2000,1e+05,41732,11.958482601238,1,5,1,0
"1186","201102626","上海市",1,63,2,2,0,5,1,1,0,1,3,1,0,0,0,0,0,0,0,0,0,4500,0,0,0,0,0,0,0,0,0,0,0,1500,3000,0,11.6173800704153,0,3,1,0
"1187","2015013952","浙江省",1,60,3,2,0,5,NA,1,0,NA,1,1,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,300,0,0,11.3759710777212,0,1,1,0
"1188","2017023833","上海市",1,46,3,2,3,4,1,NA,NA,1,2,2,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,10000,0,0,11.0681996429088,0,15,1,0
"1189","2015015049","浙江省",1,83,2,2,0,1,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,500,0,0,8.89562962713648,1,NA,1,0
"1190","2013009391","江苏省",0,43,6,2,0,3,1,0,NA,1,2,2,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,10000,0,0,11.9401520648599,0,17,1,0
"1191","2013010563","浙江省",1,37,7,2,0,4,1,1,1,1,4,1,1,0,0,0,0,0,0,0,0,60000,0,0,0,0,0,0,0,0,0,0,0,30000,30000,0,12.1657973765283,0,11,1,0
"1192","2015011716","上海市",0,83,3,6,0,4,1,0,0,NA,1,1,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,150,0,0,10.2109722522841,0,NA,1,0
"1193","2017023873","上海市",1,70,1,2,0,6,NA,NA,NA,1,1,2,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,20,0,0,10.5320962119585,1,3,1,0
"1194","2013009701","江苏省",1,84,2,6,0,5,0,1,0,NA,1,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,9.47347357150655,1,NA,1,0
"1195","2017023900","浙江省",0,74,5,6,0,6,1,NA,NA,NA,1,2,0,0,0,0,0,0,0,0,0,57000,0,0,0,0,0,0,0,0,0,0,0,7000,50000,0,11.4205360156769,0,NA,1,0
"1196","2013008536","上海市",1,84,6,2,0,4,0,1,1,0,2,1,1,0,0,0,0,0,0,0,0,42000,0,0,0,0,0,0,0,0,0,0,0,2000,40000,0,8.10167774745457,0,NA,1,0
"1197","2017023975","上海市",1,34,7,2,4,2,1,NA,NA,NA,1,2,0,0,0,0,0,0,0,0,0,51000,0,0,0,0,0,0,0,0,0,0,0,1000,50000,0,12.9354914835116,0,10,1,0
"1198","2015014329","浙江省",1,79,5,2,0,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,61000,0,0,0,0,0,0,0,0,0,0,0,1000,10000,50000,10.6160696457347,0,NA,1,0
"1199","2017024007","江苏省",1,86,7,2,0,5,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,144777,0,0,0,0,0,0,0,0,0,0,0,1000,5708,138069,12.3063297311262,0,NA,1,0
"1200","2013011352","浙江省",1,54,4,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60455,0,0,0,0,0,0,0,0,0,0,0,2000,58455,0,11.3210697269708,0,NA,1,0
"1201","2017024025","上海市",1,71,2,2,0,5,1,NA,NA,1,2,1,0,0,0,0,0,0,0,0,0,302000,0,0,0,0,0,0,0,0,0,0,0,2000,150000,150000,11.1748619629575,1,NA,1,0
"1202","2015010598","上海市",1,41,7,2,0,2,1,1,1,1,4,3,0,0,1,1,0,1,0,0,0,401000,360000,0.897755610972569,0.0833333333333333,1,30000,0,30000,3e+05,0,0,0,1000,40000,0,13.1677955288022,0,3,1,1
"1203","2017024123","江苏省",1,70,4,6,0,6,1,NA,NA,NA,1,3,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,200,0,0,10.4912742174382,0,NA,1,0
"1204","2015012269","江苏省",1,69,5,2,0,4,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,56000,0,0,0,0,0,0,0,0,0,0,0,1000,55000,0,11.7239114111928,1,NA,1,0
"1205","2017024180","江苏省",1,61,4,2,0,5,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,72000,0,0,0,0,0,0,0,0,0,0,0,2000,70000,0,12.3325070389263,0,NA,0,0
"1206","2017024189","江苏省",1,54,3,2,1,5,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,9.10164095505284,1,NA,1,0
"1207","2015013057","江苏省",1,48,3,2,0,5,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,42000,0,0,0,0,0,0,0,0,0,0,0,2000,20000,20000,10.8585181127262,0,NA,0,0
"1208","2017024209","上海市",0,33,6,2,5,3,1,NA,NA,1,2,2,0,0,0,0,0,1,0,0,0,370000,3e+05,0.810810810810811,0,1,0,0,0,3e+05,0,0,0,20000,50000,0,13.5216427264254,0,15,1,0
"1209","2015012887","江苏省",1,32,3,2,0,5,1,0,1,1,3,1,0,0,0,0,0,0,0,0,0,55000,0,0,0,0,0,0,0,0,0,0,0,5000,50000,0,11.1951277686138,0,4,1,0
"1210","2013008148","上海市",1,64,6,2,0,5,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,403449,0,0,0,0,0,0,0,0,0,0,0,3000,40000,360449,11.9999504945853,0,NA,1,0
"1211","2015012888","江苏省",1,44,3,2,0,5,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,3000,0,0,10.1581297709097,0,12,1,0
"1212","201102620","上海市",1,42,3,2,0,5,1,1,0,1,3,2,0,0,0,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,10000,10000,0,11.4079537626036,0,3,1,0
"1213","2017024362","江苏省",0,40,5,2,4,6,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.4912742174382,0,NA,1,0
