性别,出生年份,文化程度,省,市,县,婚姻状况,个人是否有经管类专业学习经历,家庭总人口,年龄超过65岁的人数,年龄小于16岁的成员人数,家庭其他成员的经管类专业学习经历,投资风险厌恶水平,金融知识题,金融知识1,金融知识题,金融知识2,金融知识题回答情况,参与金融市场,金融市场,买房的费用,风险资产,股票资产占比,金融资产,风险资产占比,房地产,购买基金的花费,基金,购买股票的花费,股票,持有的互联网理财产品金额,互联网理财,金融理财产品的总价值,金融理财,债券总市值,债券,金融衍生品的总市值,金融衍生品,黄金的总市值,黄金,非人民币资产的总市值,非人民币资产,是否工作,工作类型,工作体力负荷程度,日均工作时间,工作场所危害健康的因素,个人年收入,个人年收入的范围,家庭工作人数,家庭年收入的种类,家庭年收入的其他种类,家庭总收入金额,家庭总收入范围,家庭总支出的种类,家庭总支出的其他种类,家庭总支出的金额,家庭总支出的金额范围,债券,期货、期权等金融衍生品,黄金,外币资产,其他，请注明,都没有,机关事业单位退休金/离休金,城镇职工基本养老保险（城职保，一般按月缴纳）,新型农村社会养老保险（新农保，按年缴纳）,城镇居民社会养老保险（城居保，按年缴纳）,城乡统一居民社会养老保险（按年缴纳）,其他，请注明,都没有,养老保险,城镇职工基本医疗保险,城镇居民基本医疗保险,新型农村合作医疗保险,城乡居民基本医疗保险, 公费医疗,以上都没有,医疗保险,商业医疗保险,重大疾病保险,收入保障保险,长期看护保险,商业保险,幼儿园/学前班,小学,中学,大学及以上,教育投资,工资性收入,经营性收入,财产性收入,转移性收入,其他收入,日常消费支出,生产经营支出,投资性支出,教育支出,医疗支出,转移支出,其他支出
1,1975,4,上海市,市辖区,崇明区,1,1,3,0,0,1,3,2,1,3,1,2,1,3,200000,2,0.5,4,0.5,1,,0,300000,1,300000,1,60000,1,,0,,0,,0,,0,0,1,1,1,6,40000,,2,1,,150000,,1月4日,,50000,,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0
1,1975,3,上海市,市辖区,虹口区,1,1,3,0,0,2,2,1,0,3,1,1,0,0,2000000,0,0,1,0,1,,0,,0,,0,,0,,0,,0,,0,,0,0,1,1,1,6,100000,,2,1,,300000,,2001/4/5,,200000,,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,,,,,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0
1,1979,3,上海市,市辖区,静安区,1,1,3,0,0,1,4,3,0,3,1,1,1,1,400000,1,0,2,0.5,1,,0,,0,40000,1,,0,,0,,0,,0,,0,0,6,1,1,2003/4/5,100000,,2,2001/3/4,,300000,,2001/4/6,,220000,,0,0,0,0,0,0,0,1,0,0,0,0,0,1,,,,,,,0,,,,,0,0,0,0,1,1,1,0,1,1,0,1,0,0,1,0,1,0
1,1997,7,上海市,市辖区,杨浦区,0,1,5,1,0,1,2,2,1,3,1,2,1,1,500000,1,0,2,0.5,1,,0,,0,10000,1,,0,,0,,0,,0,,0,0,1,1,1,3,100000,,2,1月3日,,,4,2001/4/5,,,4,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,,,,,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,0
1,1975,4,上海市,市辖区,虹口区,1,1,5,2,0,2,4,1,0,3,1,1,1,1,1000000,1,0,2,0.5,1,,0,,0,40000,1,,0,,0,,0,,0,,0,0,1,1,2,6,40000,,2,1,,150000,,2001/4/5,,80000,,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,,,,,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0
0,1958,3,上海市,市辖区,杨浦区,1,1,2,0,0,2,4,2,1,3,1,2,0,0,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,1,,,,,,,0,1,,100000,,1月5日,,60000,,0,0,0,0,0,0,,,,,,,,0,,,,,,,0,,,,,0,,,,,0,1,0,0,0,0,1,0,0,0,1,0,0
1,1977,3,上海市,市辖区,嘉定区,1,1,5,2,0,2,4,2,1,3,1,2,0,0,300000,0,0,1,0,1,,0,,0,,0,,0,,0,,0,,0,,0,0,1,1,1,4,60000,,2,1月3日,,160000,,4月5日,,60000,,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,,,,,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0
1,1989,5,上海市,市辖区,宝山区,0,1,1,0,0,2,2,2,1,3,1,2,1,5,3000000,5,0,6,0.833333333,1,,0,,0,100000,1,,0,,0,,0,30000,1,20000,1,0,1,1,1,6,150000,,1,1,,150000,,1,,120000,,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,,,,,0,1,0,0,0,0,1,0,0,0,0,0,0
1,2001,5,上海市,市辖区,静安区,0,0,3,0,0,2,4,3,0,3,1,1,1,5,430000,4,0.25,6,0.666666667,1,,0,180000,1,,0,519900,1,,0,,0,,0,100000,1,1,,,,,,,2,1月2日,,905900,,1-3-4-5,,70000,,1,0,0,1,0,0,,,,,,,,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0
1,1975,4,上海市,市辖区,嘉定区,1,1,3,0,0,1,4,2,1,3,1,2,1,2,380000,1,0,3,0.333333333,1,,0,0,0,20000,1,800000,1,,0,,0,,0,,0,0,1,1,2,5,150000,,2,1月3日,,300000,,1-3-4-5,,150000,,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,,,,,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,0
1,1984,5,上海市,市辖区,嘉定区,0,1,3,0,0,2,4,1,0,3,1,1,0,0,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,1,2,6,,,3,1,,,,1,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,0,,,,,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1959,2,上海市,市辖区,崇明区,1,1,3,1,0,1,3,3,0,3,1,1,0,0,3500000,0,0,1,0,1,,0,,0,,0,,0,,0,,0,,0,,0,0,1,1,2,6,100000,,2,1月3日,,1200000,,3月4日,,350000,,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,,,,,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0
1,1987,5,上海市,市辖区,虹口区,0,1,1,0,0,2,4,2,1,3,1,2,1,1,,1,0,1,1,0,,0,,0,50000,1,,0,,0,,0,,0,,0,0,1,1,2,4,20000,,1,1月2日,,20000,,1月5日,,20000,,0,0,0,0,0,0,,,,,,,,0,0,0,1,0,0,0,1,,,,,0,,,,,0,1,1,0,0,0,1,0,0,0,1,0,0
0,1997,2,上海市,市辖区,虹口区,0,0,3,1,0,2,0,3,0,3,1,1,0,0,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,0,4,1,2,6,300000,,3,2,,350000,,1-2-3-5,,150000,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,,,,,0,,,,,0,0,1,0,0,0,1,1,1,0,1,0,0
0,1955,3,上海市,市辖区,宝山区,1,1,2,0,0,2,4,2,1,3,1,2,0,0,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,1,,,,,,,0,1,,100000,,1,,90000,,0,0,0,0,0,0,,,,,,,,0,0,1,0,0,0,0,1,,,,,0,,,,,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1984,6,上海市,市辖区,嘉定区,1,1,3,0,1,2,4,,0,,0,0,0,0,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,1,1,6,80000,,2,1月3日,,,4,1-3-4-5,,,5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0
0,1958,5,上海市,市辖区,宝山区,1,1,4,0,1,2,4,2,1,3,1,2,0,0,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,1,,,,,,,1,1,,150000,,1月5日,,150000,,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,,,,,0,,,,,0,1,0,0,0,0,1,0,0,0,1,0,0
1,1968,6,上海市,市辖区,静安区,1,0,3,0,0,1,4,2,1,3,1,2,1,2,800000,2,0.5,3,0.666666667,1,50000,1,300000,1,,0,,0,,0,,0,,0,,0,0,1,1,1,3,100000,,3,1,,160000,,2001/3/5,,100000,,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,,,,,0,,,,,0,1,0,0,0,0,1,0,1,0,1,0,0
1,1963,1,上海市,市辖区,嘉定区,1,1,5,0,1,2,4,1,0,3,1,1,0,0,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,1,,,,,,,2,1,,,8,1月4日,,,7,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,,,,,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0
1,1956,0,上海市,市辖区,嘉定区,1,1,6,2,0,2,0,1,0,3,1,1,0,0,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,1,,,,,,,3,1,,,,2001/4/5,,,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,,,,,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0
1,1968,6,上海市,市辖区,嘉定区,1,1,5,0,1,2,2,3,0,3,1,1,0,0,500000,0,0,1,0,1,,0,,0,,0,,0,,0,,0,,0,,0,0,1,1,2,6,,,4,1月3日,,,,1月4日,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,,,,,0,,,,,0,1,0,1,0,0,1,0,0,1,0,0,0
1,1948,4,上海市,市辖区,虹口区,1,1,2,2,0,2,4,2,1,,0,1,1,1,20000,1,0,2,0.5,1,4000,1,0,0,,0,,0,,0,,0,,0,,0,1,,,,,,,0,5,养老金 退休金,80000,,1,,50000,,0,0,0,0,0,0,,,,,,,,0,1,0,0,0,0,0,1,,,,,0,,,,,0,0,0,0,0,1,1,0,0,0,0,0,0
1,1996,7,上海市,市辖区,嘉定区,0,0,5,0,2,2,3,2,1,3,1,2,0,0,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,1,,,,,,,2,2,,,,2001/4/5,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0
0,1984,6,上海市,市辖区,嘉定区,1,1,6,0,2,1,3,2,1,3,1,2,0,0,1900000,0,0,1,0,1,,0,,0,,0,,0,,0,,0,,0,,0,0,6,1,3,6,,,2,1月2日,,,,1-2-4-5,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,,,,,0,1,0,0,0,1,1,1,0,0,0,1,1,0,1,1,0,0
1,1974,3,上海市,市辖区,浦东新区,1,1,3,1,0,2,4,2,1,3,1,2,0,0,1600000,0,0,1,0,1,,0,,0,,0,,0,,0,,0,,0,,0,0,1,2,1,2001/2/4,30000,,1,1月3日,,70000,,2001/4/5,,50000,,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,,,,,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1,0,0
1,1995,6,上海市,市辖区,虹口区,0,1,3,0,0,2,2,2,1,3,1,2,1,1,4000000,1,0,2,0.5,1,,0,,0,150000,1,,0,,0,,0,,0,,0,1,,,,,,,2,1,,400000,,2001/5/6,,100000,,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,,,,,0,,,,,0,1,0,0,0,0,1,0,0,0,1,1,0
0,1939,4,上海市,市辖区,静安区,5,1,3,1,0,1,4,2,1,3,1,2,1,1,500000,1,1,2,0.5,1,,0,180000,1,,0,,0,,0,,0,,0,,0,1,,,,,,,1,1,,,5,2001/3/4,,100000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0
1,1984,5,上海市,市辖区,杨浦区,1,1,4,1,0,2,2,3,0,3,1,1,1,1,,1,0,1,1,0,,0,,0,50000,1,,0,,0,,0,,0,,0,0,1,1,2,3,100000,,2,1月3日,,,6,1-2-3-4-5,,,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,1,1,1,1,1,0,0
0,1991,6,上海市,市辖区,嘉定区,1,1,5,0,1,2,4,2,1,3,1,2,1,1,,1,0,1,1,0,,0,,0,,0,,0,,0,,0,,0,,0,0,4,1,2,6,,8,2,1月3日,,,,1-3-4-5,,500000,,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,,,,,0,1,0,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0
1,1984,7,上海市,市辖区,静安区,4,1,5,1,2,2,2,1,0,3,1,1,1,2,1500000,2,0.5,3,0.666666667,1,500000,1,1000000,1,,0,,0,,0,,0,,0,,0,0,3,1,3,6,500000,,3,2001/2/3,,960000,,1-3-4-5,,500000,,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,1,0,0,1,0,1,1,1,0,0
0,1968,5,上海市,市辖区,宝山区,1,1,4,1,0,2,3,2,1,3,1,2,1,2,30000,1,1,3,0.333333333,1,,0,250000,1,,0,300000,1,,0,,0,,0,,0,0,1,1,2,6,200000,,2,1,,250000,,1月4日,,170000,,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,,,,,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0
0,1968,4,上海市,市辖区,静安区,1,0,3,0,0,2,1,3,0,3,1,1,1,5,550000,4,0.25,6,0.666666667,1,,0,150000,1,,0,350000,1,,0,,0,,0,200000,1,0,1,2,2,2001/2/4,110000,,3,1月3日,,200000,,2001/4/5,,50000,,0,0,1,1,0,0,1,1,0,1,0,0,0,1,,,,,,,0,1,0,0,0,1,,,,,0,1,0,1,0,0,1,0,0,1,1,0,0
1,1940,4,上海市,市辖区,静安区,5,1,1,1,0,2,4,2,1,3,1,2,0,0,23500,0,0,1,0,1,,0,0,0,,0,,0,,0,,0,,0,,0,1,,,,,,,0,5,养老金,62000,,1月5日,,55000,,0,0,0,0,0,0,,,,,,,,0,0,1,0,0,0,0,1,,,,,0,,,,,0,0,0,0,0,1,1,0,0,0,1,0,0
0,1957,3,上海市,市辖区,浦东新区,1,1,3,0,0,2,3,2,1,3,1,2,1,3,300000,3,0.333333333,4,0.75,1,10000,1,100000,1,30000,1,,0,,0,,0,,0,,0,1,,,,,,,1,1,,200000,,1,,150000,,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,,,,,0,,,,,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1976,6,上海市,市辖区,杨浦区,1,1,3,3,0,2,4,1,0,3,1,1,1,2,1000000,2,0.5,3,0.666666667,1,,0,10000,1,10000,1,,0,,0,,0,,0,,0,0,6,3,2,6,,1,2,1,,,5,2月4日,,,5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,,,,,0,1,0,0,0,0,0,1,0,1,0,0,0
1,1990,6,上海市,市辖区,徐汇区,2,1,2,0,0,2,3,3,0,3,1,1,1,2,5500000,2,0,3,0.666666667,1,,0,,0,,0,,0,,0,,0,100000,1,,0,0,1,1,1,4,200000,,2,1月5日,中介,500000,,1月6日,,200000,,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,,,,,0,1,0,0,0,1,1,0,0,0,0,1,0
0,1973,6,上海市,市辖区,嘉定区,1,0,3,0,0,2,4,1,0,3,1,1,1,3,,2,0.5,3,0.666666667,0,100000,1,1000000,1,,0,300000,1,,0,,0,,0,,0,0,4,1,2,6,,,2,2,,,,2001/2/4,,750000,,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0
1,1971,7,上海市,市辖区,杨浦区,1,1,3,0,0,1,1,2,1,3,1,2,1,2,2000000,1,1,3,0.333333333,1,,0,500000,1,,0,50000,1,,0,,0,,0,,0,0,1,1,1,6,200000,,2,1月3日,,400000,,1-3-4-5,,200000,,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,,,,,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,0
1,1997,6,上海市,市辖区,虹口区,0,0,3,0,0,2,2,2,1,3,1,2,0,0,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,1,,,,,,,2,1月3日,,200000,,1月4日,,150000,,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,,,,,0,,,,,0,1,0,1,0,0,1,0,0,1,0,0,0
1,1972,2,上海市,市辖区,宝山区,1,1,3,0,0,2,0,3,0,3,1,1,1,1,300000,1,1,2,0.5,1,,0,300000,1,,0,,0,,0,,0,,0,,0,1,,,,,,,1,1,,200000,,1月4日,,100000,,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,,,,,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0
1,1972,5,上海市,市辖区,浦东新区,1,1,3,0,0,2,3,2,1,3,1,2,1,3,300000,2,0.5,4,0.5,1,86000,1,160000,1,,0,600000,1,,0,,0,,0,,0,0,1,1,2,3,160000,,2,1月3日,,300000,,1-3-4-5,,50000,,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,,,,,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,0
1,1982,6,上海市,市辖区,静安区,1,1,3,0,0,1,3,2,1,3,1,2,1,3,7200000,2,0.5,4,0.5,1,100000,1,1000000,1,,0,700000,1,,0,,0,,0,,0,0,1,1,2,6,100000,,2,1月3日,,400000,,1-3-4-5,,120000,,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,,,,,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,0
0,1971,4,上海市,市辖区,杨浦区,0,1,3,1,0,2,1,3,0,1,0,0,1,1,,1,0,1,1,0,,0,,0,2000,1,,0,,0,,0,,0,,0,0,4,1,1,6,100000,,2,1,,200000,,1,,,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,,,,,0,,,,,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1976,5,上海市,市辖区,宝山区,1,1,3,0,0,2,2,3,0,1,0,0,1,3,,2,0.5,3,0.666666667,0,,0,350000,1,50000,1,20000,1,,0,,0,,0,,0,0,1,1,1,6,70000,,3,1,,300000,,1,,100000,,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,,,,,0,,,,,0,1,0,0,0,0,1,0,0,0,0,0,0
0,1962,5,上海市,市辖区,杨浦区,0,0,3,1,0,2,1,2,1,3,1,2,1,3,2000000,3,0.333333333,4,0.75,1,100000,1,150000,1,,0,,0,,0,,0,,0,,0,0,1,1,2,3,200000,,2,1,,,7,2001/3/5,,,7,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,,,,,0,1,0,0,0,0,1,0,1,0,1,0,0
0,1958,6,上海市,市辖区,杨浦区,1,1,2,0,0,2,4,3,0,3,1,1,0,0,1000000,0,0,1,0,1,,0,,0,,0,,0,,0,,0,,0,,0,1,,,,,,,0,5,领取养老金,170000,,1月5日,,70000,,0,0,0,0,0,0,,,,,,,,0,0,1,0,0,0,0,1,,,,,0,,,,,0,0,0,0,0,1,1,0,0,0,1,0,0
0,1967,5,上海市,市辖区,杨浦区,1,1,3,0,0,2,2,2,1,3,1,2,1,2,330000,2,0,3,0.666666667,1,,0,,0,,0,,0,,0,,0,20000,1,,0,0,1,1,1,6,70000,,2,1,,120000,,2001/4/5,,,4,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,,,,,0,,,,,0,1,0,0,0,0,1,0,0,1,1,0,0
1,1974,6,上海市,市辖区,浦东新区,1,1,4,1,0,2,3,2,1,3,1,2,1,1,380000,1,1,2,0.5,1,,0,200000,1,,0,,0,,0,,0,,0,,0,0,1,1,2,6,100000,,2,1,,200000,,1,,160000,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,,,,,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0
0,1966,5,上海市,市辖区,静安区,1,1,3,0,0,1,3,2,1,3,1,2,1,2,5800000,2,0.5,3,0.666666667,1,,0,400000,1,550000,1,,0,,0,,0,,0,,0,0,1,1,2,6,160000,,2,1,,200000,,1-3-4-5,,80000,,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,,,,,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,1,0,0
1,1982,6,上海市,市辖区,徐汇区,1,1,3,0,1,1,2,2,1,3,1,2,0,0,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,1,2,4,,5,2,1,,,5,1-3-4-5,,,6,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0
0,1973,6,上海市,市辖区,宝山区,1,1,7,4,0,2,3,2,1,3,1,2,1,4,200000,4,0,5,0.8,1,100000,1,,0,10000,1,,0,,0,,0,1,1,,0,0,1,1,2,6,200000,,2,1,,500000,,1月4日,,400000,,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,,,,,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0
1,1966,5,上海市,市辖区,静安区,1,1,3,0,0,1,2,2,1,3,1,2,1,2,,1,1,2,0.5,0,,0,500000,1,,0,50000,1,,0,,0,,0,,0,0,2,1,1,6,6000,,1,1,,72000,,2001/4/5,,100000,,0,0,0,0,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0
1,1959,5,上海市,市辖区,徐汇区,0,1,1,0,0,2,3,3,0,3,1,1,1,1,20000,1,0,2,0.5,1,,0,,0,3000,1,,0,,0,,0,,0,,0,1,,,,,,,0,5,退休金,36000,,1月5日,,25000,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,,,,,0,,,,,0,0,0,0,0,1,1,0,0,0,1,0,0
1,1972,6,上海市,市辖区,浦东新区,1,0,3,0,0,2,3,2,1,3,1,2,1,5,240000,5,0,6,0.833333333,1,500000,1,0,0,8000,1,,0,0,0,,0,60000,1,,0,0,1,1,2,6,100000,,2,1月3日,,150000,,1-3-4-5,,150000,,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,,,,,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,0
1,1986,2,上海市,市辖区,奉贤区,1,1,3,0,0,2,4,2,1,3,1,2,0,0,300000,0,0,1,0,1,,0,,0,,0,,0,,0,,0,,0,,0,0,4,1,3,6,50000,,2,1,,,4,2001/4/5,,,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,,,,,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0
1,1976,4,上海市,市辖区,虹口区,1,1,3,0,0,1,2,1,0,3,1,1,1,3,500000,3,0.333333333,4,0.75,1,,0,2000,1,3000,1,,0,,0,,0,,0,,0,1,,,,,,,1,2月3日,,300000,,2001/2/4,,200000,,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,,,,,0,0,0,0,1,1,0,1,1,0,0,1,1,0,1,0,0,0
1,1956,3,上海市,市辖区,虹口区,1,1,2,0,0,2,4,,0,,0,0,1,1,800000,1,0,2,0.5,1,10000,1,,0,,0,,0,,0,,0,,0,,0,1,,,,,,,0,1,,100000,,1月6日,,,3,0,0,0,0,0,0,,,,,,,,0,,,,,,,0,,,,,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
1,1948,6,上海市,市辖区,虹口区,1,0,5,2,1,1,4,,0,,0,0,0,0,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,1,,,,,,,2,1,,,1,1,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,,,,,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
0,1947,1,上海市,市辖区,宝山区,1,1,2,2,0,2,4,,0,,0,0,0,0,15000,0,0,1,0,1,,0,,0,,0,,0,,0,,0,,0,,0,1,,,,,,,0,1,,72000,,1月5日,,55000,,0,0,0,0,0,0,,,,,,,,0,0,1,0,0,0,0,1,,,,,0,,,,,0,1,0,0,0,0,1,0,0,0,1,0,0
0,1944,5,上海市,市辖区,虹口区,1,1,2,2,0,2,4,2,1,3,1,2,0,0,500000,0,0,1,0,1,,0,,0,,0,,0,,0,,0,,0,,0,1,,,,,,,0,1,,5000,,1,,60000,,0,0,0,0,0,0,,,,,,,,0,1,0,0,0,0,0,1,,,,,0,,,,,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1955,3,上海市,市辖区,虹口区,1,1,2,2,0,2,4,,0,,0,0,1,1,,1,1,1,1,0,,0,100000,1,,0,,0,,0,,0,,0,,0,1,,,,,,,0,1,,8000,,1月5日,,50000,,0,0,0,0,0,0,,,,,,,,0,0,1,0,0,0,0,1,,,,,0,,,,,0,1,0,0,0,0,1,0,0,0,1,0,0
1,1946,3,上海市,市辖区,虹口区,1,1,2,2,0,2,4,,0,,0,0,1,2,,2,0.5,2,1,0,30000,1,100000,1,,0,,0,,0,,0,,0,,0,1,,,,,,,0,1,,100000,,1月5日,,50000,,0,0,0,0,0,0,,,,,,,,0,0,1,0,0,0,0,1,,,,,0,,,,,0,1,0,0,0,0,1,0,0,0,1,0,0
1,1945,2,上海市,市辖区,宝山区,1,1,2,2,0,2,4,,0,,0,0,0,0,30000,0,0,1,0,1,,0,,0,,0,,0,,0,,0,,0,,0,1,,,,,,,0,1,,25000,,1月5日,,,3,0,0,0,0,0,0,,,,,,,,0,,,,,,,0,,,,,0,,,,,0,1,0,0,0,0,1,0,0,0,1,0,0
1,1999,6,上海市,市辖区,徐汇区,0,0,4,1,0,2,2,3,0,3,1,1,1,3,3000000,2,0.5,4,0.5,1,,0,20000,1,100000,1,200000,1,,0,,0,,0,,0,1,,,,,,,2,1月3日,,300000,,1-3-4-5,,180000,,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,0
1,1974,6,上海市,市辖区,虹口区,4,1,2,0,0,2,2,2,1,3,1,2,1,1,1000000,1,1,2,0.5,1,,0,100000,1,,0,,0,,0,,0,,0,,0,0,1,1,1,6,50000,,1,1,,50000,,1,,50000,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,,,,,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0
